검색게시글,유포게시물,유포사이트,게시자id,URL,탐지시간,고유번호,분류,용량
-,[아카데미 수상기념] 봉준호 감독 기생충  Parasite 2019 1080p ,위디스크,greetall,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29187784,2020-03-26 15:51:58,c29187784,한국영화,2.4G
-,[ 기생충 _ 정품 Full HD 1080p ] 송강호이선균조여정최우식박소담,위디스크,뽕신,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28347071,2020-03-26 15:51:58,c28347071,일반,5.0G
-,봉준호 감독 [ 기생충 ] 송강호 조여정 이선균 ,위디스크,버팔로66,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28802896,2020-03-26 15:51:58,c28802896,일반,3.8G
-,[720p] 기생충 2019 송강호 이선균 조여정 박소담 4,위디스크,방송원본,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29249334,2020-03-26 15:51:58,c29249334,한국영화,9.6G
-,2019 기생충 - 송강호이선균조여정최우식박소담,위디스크,제너시스,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29246104,2020-03-26 15:51:58,c29246104,한국영화,5.0G
-,(한국영화)기생충...송강호..이선균..조여정..최우식..박소담..이정은..장혜진..박명훈..주연,위디스크,gadkds,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29230140,2020-03-26 15:51:58,c29230140,한국영화,2.4G
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,위디스크,mbaro,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28348704,2020-03-26 15:51:58,c28348704,일반,1.8G
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,위디스크,ininokok,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28349231,2020-03-26 15:51:58,c28349231,일반,1.8G
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,위디스크,mbaro,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28348717,2020-03-26 15:51:58,c28348717,일반,3.3G
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,위디스크,mbaro,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28348720,2020-03-26 15:51:58,c28348720,일반,1.8G
-,[BDrip] 기생충(Parasite) 2019.1080p (송강호박소담최우식이선균),위디스크,ips202spi,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29217082,2020-03-26 15:51:58,c29217082,한국영화,3.7G
-,기생충(Parasite) 2019.1080p.BluRay (송강호박소담최우식이선균),위디스크,ips202spi,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29217076,2020-03-26 15:51:58,c29217076,한국영화,12G
-,[ 기생충 ] 1080p Bluray 고화질 - 봉준호 감독 - 송강호 조여정 이선균,위디스크,버팔로66,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29206357,2020-03-26 15:51:58,c29206357,한국영화,12G
-,[FHD] 기생충.2019.1080p.아카데미_작품상_각본상_국제장편영화상_감독상 4관왕!,위디스크,bbongs1,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29158792,2020-03-26 15:51:58,c29158792,일반,5.0G
-,[FHD]기생충 - 영문자막 내장. Parasite.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,위디스크,liven,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29206145,2020-03-26 15:51:58,c29206145,일반,1.7G
-,[HD]기생충 - 행복은 나눌수록 커지잖아요..PARASITE.2019.720p.HDRip.H264.AAC-NonDRM,위디스크,liven,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28914378,2020-03-26 15:51:58,c28914378,일반,3.0G
-,오스카 시상식 수상작! [기생충] 1080p.FHDRip.H264.AAC,위디스크,만재정,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29163687,2020-03-26 15:51:58,c29163687,일반,5.0G
-,[720p] 기생충 2019 송강호 이선균 조여정 박소담 3,위디스크,방송원본,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29197336,2020-03-26 15:51:58,c29197336,한국영화,9.6G
-,[FHD] 기생충..행복은 나눌수록 커지잖아요.영자막 내장.Parasite.2019.1080p.HDRip.X264.AC3-EVO,위디스크,liven,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28405531,2020-03-26 15:51:58,c28405531,일반,2.8G
-,[ 기생충 2019 ] 송강호 PARASITE.2019.1080p.FHDRip.H264.AAC,위디스크,영화드라마방,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28364512,2020-03-26 15:51:58,c28364512,일반,5.0G
-,[720p] 기생충의 최우식 주연 거인 Set.Me.Free.2014.720p.HDRip.X264-CJCONTENTS 김수현 박주희 김태용 신재하 강신철,위디스크,밀라,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28090444,2020-03-26 15:51:58,c28090444,한국영화,3.2G
-,[미리보기][한국영화] 기생충 (송강호 이선균 조여정 최우식 박소담 장혜진 이정은 박명훈 정지소),위디스크,나는업로더다,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29182570,2020-03-26 15:51:58,c29182570,일반,35G
-,[미리보기][한국영화] 기생충 (송강호 이선균 조여정 최우식 박소담 장혜진 이정은 박명훈 정지소),위디스크,나는업로더다,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29182343,2020-03-26 15:51:58,c29182343,일반,9.8G
-,[미리보기][한국영화] 기생충 (송강호 이선균 조여정 최우식 박소담 장혜진 이정은 박명훈 정지소),위디스크,나는업로더다,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29175010,2020-03-26 15:51:58,c29175010,일반,1.6G
-,(고화질)2020년 아카데미4개부문석권축하-송강호.조여정.이선균[ 기 생 충 ]1080P,위디스크,빈센트류,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29172224,2020-03-26 15:51:58,c29172224,일반,2.4G
-,봉준호 감독 [ 기생충 ] 송강호 조여정 이선균 ,위디스크,버팔로66,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29161150,2020-03-26 15:51:58,c29161150,한국영화,3.0G
-,봉준호 감독 [ 기생충 ] 송강호 조여정 이선균 ,위디스크,버팔로66,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29011525,2020-03-26 15:51:58,c29011525,한국영화,5.0G
-,[2019봉준호감독작품] 기생충 (2019),위디스크,mosummer,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28805772,2020-03-26 15:51:58,c28805772,일반,15G
-,[720p] 기생충 2019 송강호 이선균 조여정 박소담 2,위디스크,방송원본,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29147604,2020-03-26 15:51:58,c29147604,한국영화,9.6G
-,[1080P] 기생충 (PARASITE 2019)-DVDRip,위디스크,콩이달려,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28938431,2020-03-26 15:51:58,c28938431,일반,12G
-,[720p] 기생충 2019 송강호 이선균 조여정 박소담,위디스크,방송원본,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29096131,2020-03-26 15:51:58,c29096131,한국영화,5.5G
-,[영화]기생충 Parasite 2019 [1080p],위디스크,srlim8853,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29085709,2020-03-26 15:51:58,c29085709,한국영화,2.8G
-,[FHD]기생충.대작.송강호.이선균.조여정.최우식.박소담 1080p HDRip H264,위디스크,tz8872,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29046389,2020-03-26 15:51:58,c29046389,한국영화,3.6G
-,FHD [ 기생충 ] - 송강호 이선균 - [1080p.고화질.mp4],위디스크,보증기간,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29021885,2020-03-26 15:51:58,c29021885,일반,5.0G
-,(2020년 아카데미상5개부분후보작)ㅊㅋㅊㅋ[: ㄱ ㅣ 생 충 :]1080P,위디스크,빈센트류,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=29012788,2020-03-26 15:51:58,c29012788,일반,1.7G
-,[ 기생충 ] 2019 송강호 이선균 조여정 평점 8.5,위디스크,finalday2002,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28498124,2020-03-26 15:51:58,c28498124,일반,3.0G
-,[720P] 벌레들의 역습 [:: ㄱ ㅣ 생 충 - 더 소우 ::] (한글자막),위디스크,이어보기,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=27343828,2020-03-26 15:51:58,c27343828,공포,3.0G
-,2019년 황금종려상수상-송강호이선균조여정[:기.생.충 :]1080p..BluRay (2),위디스크,빈센트류,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28955098,2020-03-26 15:51:58,c28955098,일반,1.7G
-,기생충.PARASITE.2019.1080p.FHDRip.H264.AAC,위디스크,darktemplar,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28535159,2020-03-26 15:51:58,c28535159,일반,5.0G
-,기생충.PARASITE.2019.1080p.FHDRip.H264.AAC,위디스크,darktemplar,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28535159,2020-03-26 15:51:58,c28535159,일반,5.0G
-,[봉준호 감독/고화질]기생충 PARASITE2019 ,위디스크,ftloghey,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28877264,2020-03-26 15:51:58,c28877264,일반,2.4G
-,봉준호영화] 기생충 (송강호이선균조여정),위디스크,힐링방송,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28348381,2020-03-26 15:51:58,c28348381,일반,5.0G
-,2019년 영화제 싹쓸이!(조여정주연)-[: 조여정의 ㄱ ㅣ   생  충  : ]BluRay.1080p.,위디스크,빈센트류,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28819208,2020-03-26 15:51:58,c28819208,일반,1.7G
-,기생충 (2019) 봉준호 감독 송강호 주연 이선균 주연 영어자막,위디스크,chol7602,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28810087,2020-03-26 15:51:58,c28810087,일반,5.0G
-,백수가족과 글벌 기업 가족의 만남!  " 기생충 "[드라마]송강호.이선균.조여정.,위디스크,lmg19732001,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28808572,2020-03-26 15:51:58,c28808572,일반,2.3G
-,[1080P] 기생충 (PARASITE 2019)-DVDRip,위디스크,콩이달려,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28368448,2020-03-26 15:51:58,c28368448,일반,5.0G
-,기생충.2019.KORAEN.720p.BluRay.H264.AAC-VXT,위디스크,kis2393,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28801866,2020-03-26 15:51:58,c28801866,일반,1.6G
-,[--- 기생충 ---] 송강호 - 정품.초고화질 ,위디스크,kok5584,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28347675,2020-03-26 15:51:58,c28347675,일반,5.0G
-,봉준호 감독 [ 기생충 ] 송강호 조여정 이선균,위디스크,버팔로66,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28710205,2020-03-26 15:51:58,c28710205,일반,3.6G
-,봉준호 감독 [ 기생충 ] 송강호 조여정 이선균,위디스크,버팔로66,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28695961,2020-03-26 15:51:58,c28695961,일반,3.0G
-,봉준호 감독 [ 기생충 ] 송강호 조여정 이선균,위디스크,버팔로66,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28467170,2020-03-26 15:51:58,c28467170,일반,2.4G
-,천만달성 2 0 1 9 [  기 생 충 ] 평점 9.06 봉준호 감독 송강호 주연 -@검은냥이,위디스크,eoghks3518,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28597789,2020-03-26 15:51:58,c28597789,일반,2.4G
-,[ 기생충 PARASITE ]2019.1080p.FHDRip.H264.AAC-NonDRM,위디스크,리틀아리,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28370130,2020-03-26 15:51:58,c28370130,일반,2.4G
-,기생충 (PARASITE 2019),위디스크,푸른바다별,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28472054,2020-03-26 15:51:58,c28472054,일반,2.4G
-,드디어 떳다 봉준호 [ 2019 기생충 ] FHD1080p 초고화질 [ 송강호 이선균 ],위디스크,mcdb,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28353074,2020-03-26 15:51:58,c28353074,일반,5.0G
-,미국판 기생충 내 집안의 이방인이 살고 있다 - 인터루더 2019,위디스크,크봉,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28428743,2020-03-26 15:51:58,c28428743,공포,1.4G
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,위디스크,momimoo,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28373073,2020-03-26 15:51:58,c28373073,일반,1.8G
-,[ 기생충 _ 최고화질 ] 송강호 이선균 조여정 최우식 박소담. 행복은 나눌수록 커지잖아요!,위디스크,메뚝이너,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28351082,2020-03-26 15:51:58,c28351082,일반,3.0G
-,기생충[드라마][송강호 주연][고화질 1080P],위디스크,xormrwh001,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28351550,2020-03-26 15:51:58,c28351550,일반,5.0G
-,2 0 1 9 FHD [ 기 생 충 ] 송 강 호 이 선 균 조 여 정 정 식 원 본 1080P,위디스크,sondan,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28349621,2020-03-26 15:51:58,c28349621,일반,3.8G
-,기생충 1080p 네이버 정식,위디스크,pkmy421,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=28348133,2020-03-26 15:51:58,c28348133,일반,5.0G
-,[발킬머주연!지구온난화로인한재난!빙하시대기생충의역습!]더 소우-해빙The ThawDVD.,위디스크,wilddog35,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=13247476,2020-03-26 15:51:58,c13247476,공포,1.4G
-,[SF공포] 기생충 감염 - 더 베이 - [한글자막],위디스크,가리오스,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=20724268,2020-03-26 15:51:58,c20724268,공포,2.5G
-,[공포] 공포의 기생충 ** 더 베이 (The bay) ** 한글자막,위디스크,fjtpf,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=23804084,2020-03-26 15:51:58,c23804084,공포,2.5G
-,[1080p] 스타쉽트루퍼스2 기생충 괴물의 탄생,위디스크,migdinod,http://www.wedisk.co.kr/wediskNew/contentsView.do?contentsID=16780469,2020-03-26 15:51:59,c16780469,판타지,15G
-,[FullHD]기생충.2019.1080p.FHD [송강호 이선균],온디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,( 기생충  2019 _ HD1080p )(평점9.0) 송강호.이선균.조여정! 봉준호 감독! 칸영화제 황금종려상! 기셍충,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[1080p] 기생충 PARASITE.2019.1080p.FHDRip.H264.AAC-NonDRM 봉준호 송강호 이선균 조여정 최우식 박소담 정지소,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[720p] 기생충 2019 송강호 이선균 조여정 박소담 5,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[  iseeyou  ] 아이씨유  최신미개봉작  다락방기생충  반전스릴러공포,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,2O2O년O2월(ㄱi생충 경쟁작)[ㅍㅔ인 앤 글로ㄹㅣ] 한글자체자막,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,기생충.2019.블루레이.1080p.칸영화제 황금종려상 수상작.봉준호 감독작품.송강호.이선균.조여정.Parasite.2019.KOREAN.1080p.BluRay.x264.DTS-FGT,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,( 기생충  2019 _ HD1080p )(평점9.0) 송강호.이선균.조여정! 봉준호 감독! 칸영화제 황금종려상! 기셍충,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 2019 ] 송강호 PARASITE.2019.1080p.FHDRip.H264.AAC,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[ 기생충 2019 블루레이 리먹스]초고화질 1080p.아카데미 감독상작품상극본상인터네셔널 영화상 4관왕 명작 ! 칸영화제 황금종려상 수상작.봉준호 감독작품.송강호.이선균.조여정.Parasite.2019.KORAEN.1080p.BluRay.REMUX.AVC.DTS-HD.MA.TrueHD.7.1.Atmos-FGT 1080i,위디스크,nan,nan,2020-03-26 15:51:59,nan,nan,nan
-,[720P] 벌레들의 역습 [:: ㄱ ㅣ 생 충 - 더 소우 ::] (한글자막),위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]SD 행복은 나눌수록 커지잖아요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]SD 행복은 나눌수록 커지잖아요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]M 송강호 이선균 최우식 박소담 폐 끼치고 싶진 않았어요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[ 기생충 ] 2019 송강호 이선균 조여정 평점 8.5,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]M 송강호 이선균 최우식 박소담 폐 끼치고 싶진 않았어요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,1080p-[ 기생충 _ 초특급화질 ] 조여정 송강호 박소담 이선균 최우식. 행복은 나눌수록 커지잖아요!,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,2019 기생충 - FHD 송강호 이선균 조여정 초고화질 1080p,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,2O19---(긴급)--[---ㄱ ㅣ생 충--- ] 송 깡 호 X 뽕준 호,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[1080P] 기생충 (PARASITE 2019)-DVDRip,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]M 송강호 이선균 최우식 박소담 폐 끼치고 싶진 않았어요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[ 기생충 ] 행복은 나눌수록 커지잖아요 - 2019 송강호이선균,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[기생충]SD 행복은 나눌수록 커지잖아요,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,기생충-송강호조여정이선균2019청룡영화제(작품상여우주연상-조여정여우조연상미술상),위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,( 기생충  2019 _ HD1080p )(평점9.0) 송강호.이선균.조여정! 봉준호 감독! 칸영화제 황금종려상! 기셍충,위디스크,nan,nan,2020-03-26 15:52:00,nan,nan,nan
-,( 기생충  2019 _ HD1080p )(평점9.0) 송강호.이선균.조여정! 봉준호 감독! 칸영화제 황금종려상! 기셍충,위디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[ 기생충 (2019) ] - 송강호. 이선균. 조여정. 최우식. 박소담. 봉준호 감독작,위디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,09 듣도보도 못한 기생충이 창궐한다 지구온난화로인한 거대한 재앙 - 800p 한글자막,지디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,2O19 O6월 떠 따 !! ( 기 . 생 . 충) - 초고화질 자체자막,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,WOW [기생충]HD 송강호 이선균 조여정 최우식 박소담,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,wow [기생충]HD 송강호 이선균 조여정 최우식 박소담,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,wow [기생충]SD 행복은 나눌수록 커지잖아요,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]M 송강호 이선균 최우식 박소담 폐 끼치고 싶진 않았어요 ,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]SD 행복은 나눌수록 커지잖아요 ,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]M 송강호 이선균 최우식 박소담 폐 끼치고 싶진 않았어요,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,wow [기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[한국영화] 기생충,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,송강호이선균[ 기생충 ]1080p.FHD.가장 완벽한 계획이 뭔지알아? 무계획이야,케이디스크,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,2O19 O6월 떠 따 !! 기 . 생 . 충 - 초고화질 자체자막,큐다운,nan,nan,2020-03-26 15:52:01,nan,nan,nan
-,[기생충]M 송강호 이선균 최우식 박소담 폐 끼치고 싶진 않았어요,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,기생충.2019.1080p-NonDRM [송강호 이선균 조여정 최우식 박소담 이정은 장혜진],루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[FHD]기생충.2019.송강호.이선균.조여정.최우식.박소담 1080p,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[한국] 기생충. 2019. 송강호. 조여정 [황금종려상],루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]SD 행복은 나눌수록 커지잖아요 jenm,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[--- 기생충 ---] 송강호 - 정품.초고화질,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[하나무비] 기-생-충 - 송강호이선균조여정 정식버전 FHD,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충] 행복은 나눌수록 커지잖아요,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[--- 기생충 ---] 송강호 - 정품.초고화질,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,wow [기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,wow [기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,WOW [기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담 jenm,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,WOW [기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균 jenm,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요 jenm,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,wow [기생충]M 송강호 이선균 최우식 박소담 폐 끼치고 싶진 않았어요,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]SD 행복은 나눌수록 커지잖아요 jenm,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 송강호 이선균 조여정 최우식 박소담 jenm,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 감독 충격 행복은 나눌수록 커지잖아요,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
-,[기생충]HD 봉준호 칸영화제 황금종려상 송강호 이선균 jenm,루디스크,nan,nan,2020-03-26 15:52:02,nan,nan,nan
